广州市鑫启餐饮管理服务有限公司,广东省广州市,郭生,,020-36261909,9,保密,无,否,否,否,否,否,https://web.tansent.com/36508/
南京雅逸餐饮管理有理公司,江苏省南京市,张小姐,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/36526/
广州市鸿丰饮食服务连锁有限公司,广东省广州市,郑和清,,020-34614258,9,保密,无,否,否,否,否,否,https://web.tansent.com/36532/
南京年年红餐饮管理有限公司,江苏省常州市,张先生,,0519-81292117,9,保密,无,否,否,否,否,否,https://web.tansent.com/36534/
上海帝泉餐饮管理有限公司,上海市市辖区,王先生,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/36536/
北京四季龙华餐饮管理有限公司,北京市市辖区,王经理,,1056105966,9,保密,无,否,否,否,否,否,https://web.tansent.com/57263/
东莞市同兴膳食管理服务有限公司,广东省东莞市,田芳,18680081732,18680081732,9,保密,无,否,否,否,否,否,https://web.tansent.com/36544/
上海健味实业有限公司,上海市市辖区,李铭健,,021-57326399,9,保密,无,否,否,否,否,否,https://web.tansent.com/36560/
武汉豪客家族实业有限公司,湖北省武汉市,朱先生,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/36569/
天津君耀餐饮管理有限公司,天津市市辖区,叶尚明,13102085844,13102085844,9,保密,无,否,否,否,否,否,https://web.tansent.com/36578/
宁波市极品堂餐饮管理有限公司,浙江省宁波市,许先生,,0574-63276218,9,保密,无,否,否,否,否,否,https://web.tansent.com/36602/
上海绿泉餐饮管理有限公司,上海市市辖区,王经理,18217278660,18217278660,9,保密,无,否,否,否,否,否,https://web.tansent.com/36603/
东莞市好好饮食管理服务有限公司,广东省东莞市,武先生,,0769-81615067,9,保密,无,否,否,否,否,否,https://web.tansent.com/36607/
深圳市金芒果餐饮管理有限公司,广东省深圳市,刘生,,0755-33520567,9,保密,无,否,否,否,否,否,https://web.tansent.com/36614/
东莞市杰豪膳食管理服务有限公司,广东省东莞市,郑先生13532365576,76983637272,76983637272,9,保密,无,否,否,否,否,否,https://web.tansent.com/36620/
珠海市兴禾饮食管理有限公司,广东省珠海市,钟先生,15989754133,0756-5559727、0756-5559727、15989754133,9,保密,无,否,否,否,否,否,https://web.tansent.com/36640/
无锡五饼二鱼餐饮管理服务有限公司,江苏省无锡市,李经理,13921128214,13921128214,9,保密,无,否,否,否,否,否,https://web.tansent.com/36645/
厦门市鑫溢餐饮服务管理有限公司,福建省厦门市,黄先生,,0592-6019368,9,保密,无,否,否,否,否,否,https://web.tansent.com/36646/
上海襄水餐饮企业管理有限公司,上海市市辖区,陈经理,13482564083,13482564083,9,保密,无,否,否,否,否,否,https://web.tansent.com/36651/
东莞市瑞泰饮食管理有限公司,广东省东莞市,郑先生,13556778025,13556778025,9,保密,无,否,否,否,否,否,https://web.tansent.com/36652/
吴江皇廷餐饮管理有限公司,江苏省苏州市,梁家虎,,0512-63020517,9,保密,无,否,否,否,否,否,https://web.tansent.com/36655/
上海展宏餐饮管理有限公司,上海市市辖区,李先生,,021-37789466、021-37789466、0512-50357759,9,保密,无,否,否,否,否,否,https://web.tansent.com/36676/
北京禾禾安达餐饮管理有限公司,北京市市辖区,刘刚,,010-62979934,9,保密,无,否,否,否,否,否,https://web.tansent.com/36678/
佛山市千喜鹤餐饮管理服务有限公司,广东省佛山市,魏先生,,0757-86125787,9,保密,无,否,否,否,否,否,https://web.tansent.com/36682/
沈阳天巍酒店管理有限公司,辽宁省沈阳市,何先生,,024-86314066,9,保密,无,否,否,否,否,否,https://web.tansent.com/36688/
天津市食缘轩餐饮管理有限公司,天津市市辖区,楚经理,,022-83980399,9,保密,无,否,否,否,否,否,https://web.tansent.com/36694/
沈阳快客利餐饮服务有限公司,辽宁省沈阳市,张女士,,024-88486586,9,保密,无,否,否,否,否,否,https://web.tansent.com/36698/
上海旭雅餐饮企业管理有限公司,上海市市辖区,贺经理,,021-31170267,9,保密,无,否,否,否,否,否,https://web.tansent.com/36701/
宁波市海曙老杨餐饮管理有限公司,浙江省宁波市,杨必辉,15968024960,15968024960,9,保密,无,否,否,否,否,否,https://web.tansent.com/36712/
福迪食餐饮管理（上海）有限公司,江苏省南通市,陈小姐,,0513-83656513,9,保密,无,否,否,否,否,否,https://web.tansent.com/36713/
东莞市益生膳食管理服务有限公司,广东省东莞市,陈天明,18046939111,18046939111,9,保密,无,否,否,否,否,否,https://web.tansent.com/36715/
深圳市超群饮食服务管理有限公司,广东省深圳市,李小姐,18688714776,18688714776,9,保密,无,否,否,否,否,否,https://web.tansent.com/36723/
海口森生餐饮管理有限公司,海南省海口市,陈起亮,18976771378,18976771378,9,保密,无,否,否,否,否,否,https://web.tansent.com/58660/
四川省昌荣餐饮管理有限公司,四川省成都市,贾先生,18200286865,18200286865,9,保密,无,否,否,否,否,否,https://web.tansent.com/36740/
东莞市德盛膳食管理服务有限公司,广东省东莞市,邹鑫,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/36746/
东莞市庆丰膳食管理有限公司,广东省东莞市,陈小姐,,0769-82872753,9,保密,无,否,否,否,否,否,https://web.tansent.com/36749/
东莞市天智膳食服务有限公司,广东省东莞市,郭文升,,0769-86025968,9,保密,无,否,否,否,否,否,https://web.tansent.com/36758/
湖北麦奇味餐饮服务有限公司,湖北省黄冈市,周先生,13366169920,13366169920,9,保密,无,否,否,否,否,否,https://web.tansent.com/36766/
广州康材餐饮管理有限公司,广东省广州市,温先生,,020-82444927,9,保密,无,否,否,否,否,否,https://web.tansent.com/36773/
深圳市康味源餐饮管理有限公司,广东省深圳市,罗小姐,,0755-26489315,9,保密,无,否,否,否,否,否,https://web.tansent.com/36775/
东莞市恒丰膳食管理服务有限公司,广东省东莞市,苗生,,0769-89776550,9,保密,无,否,否,否,否,否,https://web.tansent.com/36776/
南京创好家餐饮管理有限公司,江苏省南京市,余元梅,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/36786/
上海馨晨餐饮管理有限公司,上海市市辖区,晨功,,021-31263170,9,保密,无,否,否,否,否,否,https://web.tansent.com/36790/
上海超昱餐饮企业管理有限公司,上海市市辖区,林经理,,021-60449427,9,保密,无,否,否,否,否,否,https://web.tansent.com/36792/
昆山尚兴品绿色团膳有限公司,江苏省苏州市,方志,,0512-36863928,9,保密,无,否,否,否,否,否,https://web.tansent.com/36798/
昆山市真膳美餐饮有限公司,江苏省苏州市,吴先生,15850305929,15850305929,9,保密,无,否,否,否,否,否,https://web.tansent.com/36803/
广州市七品餐饮管理服务有限公司,广东省广州市,刘经理,,020-62243289,9,保密,无,否,否,否,否,否,https://web.tansent.com/36811/
威海光明花园大酒店有限公司烟台分公司,山东省烟台市,周经理,13697881899,13697881899,9,保密,无,否,否,否,否,否,https://web.tansent.com/36814/
昆山市迪诺餐饮有限公司,江苏省苏州市,栾凤娟,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/36815/
南京竹展餐饮管理有限公司,江苏省南京市,文杰,,025-85366678,9,保密,无,否,否,否,否,否,https://web.tansent.com/36816/
广州厨天餐饮管理有限公司,广东省广州市,叶先生,,2032210125,9,保密,无,否,否,否,否,否,https://web.tansent.com/36825/
昆山洁利团膳有限公司,江苏省苏州市,王青,51236861287,51236861287,9,保密,无,否,否,否,否,否,https://web.tansent.com/36841/
昆山商务城苏香客餐饮配送有限公司,江苏省苏州市,冯春晓,18361004990,18361004990,9,保密,无,否,否,否,否,否,https://web.tansent.com/36842/
武汉会成美食快餐有限责任公司,湖北省武汉市,刘先生,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38131/
深圳市佳上佳餐饮管理有限公司,广东省深圳市,罗先生,,0755-82293158,9,保密,无,否,否,否,否,否,https://web.tansent.com/38140/
北京千喜鹤餐饮管理有限公司北京分公司,北京市市辖区,王先生,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38144/
中江县小林餐饮文化有限公司,四川省德阳市,王先生,15883449200,15883449200,9,保密,无,否,否,否,否,否,https://web.tansent.com/38146/
长春品今香食品有限公司,吉林省长春市,李丹洋,,0431-85801331,9,保密,无,否,否,否,否,否,https://web.tansent.com/38157/
上海康强餐饮管理有限公司,上海市市辖区,陈先生,,021-57614992,9,保密,无,否,否,否,否,否,https://web.tansent.com/38171/
天津金情餐饮管理有限公司,天津市市辖区,罗根燕,,022-58610579,9,保密,无,否,否,否,否,否,https://web.tansent.com/38176/
成都联宏餐饮管理有限公司,四川省成都市,杜石泉,,028-62336425,9,保密,无,否,否,否,否,否,https://web.tansent.com/38180/
昆明德源餐饮管理有限公司,云南省昆明市,杨明,,8713105552,9,保密,无,否,否,否,否,否,https://web.tansent.com/38181/
昆山市清逸美餐饮管理有限公司,江苏省苏州市,许永周,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38215/
广州市膳道餐饮企业管理有限公司,广东省广州市,上官先生,15918735081,15918735081,9,保密,无,否,否,否,否,否,https://web.tansent.com/38216/
四川希布餐饮管理服务有限公司,四川省成都市,梁小姐,18628036578,18628036578,9,保密,无,否,否,否,否,否,https://web.tansent.com/59475/
深圳市大都乐餐饮管理有限公司,广东省深圳市,黄有来,,0755-29237176,9,保密,无,否,否,否,否,否,https://web.tansent.com/38266/
北京巴渝鼎大餐饮管理有限公司,北京市市辖区,易先生,,3168010201,9,保密,无,否,否,否,否,否,https://web.tansent.com/38280/
东莞市金铭膳食管理有限公司,广东省东莞市,张先生,,0769-81618208,9,保密,无,否,否,否,否,否,https://web.tansent.com/38286/
西安品唐客餐饮管理有限公司,陕西省西安市,李红,13892807307,13892807307,9,保密,无,否,否,否,否,否,https://web.tansent.com/38308/
景宁乐膳餐饮管理有限公司,浙江省丽水市,吴伟明,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38312/
深圳市达斯高饮食服务有限公司,广东省深圳市,夏先生,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38333/
北京江南盛业餐饮管理有限公司,北京市市辖区,夏显胜,18702236770,18702236770,9,保密,无,否,否,否,否,否,https://web.tansent.com/38342/
济南真格餐饮管理服务有限公司,山东省济南市,尚老师,53168857951,53168857951,9,保密,无,否,否,否,否,否,https://web.tansent.com/38347/
赣州市好益多餐饮管理有限公司,江西省赣州市,胡敦彪,13507978812,13507978812,9,保密,无,否,否,否,否,否,https://web.tansent.com/38348/
陕西兴秦餐饮管理有限公司,陕西省西安市,辛女士,18066539084,18066539084,9,保密,无,否,否,否,否,否,https://web.tansent.com/38354/
西安麦叶青餐饮服务管理有限公司,陕西省西安市,董先生,15114897732,02968816626、02968816626、15114897732,9,保密,无,否,否,否,否,否,https://web.tansent.com/38364/
南京水之星餐饮管理有限公司,江苏省南京市,陈代义,,025-87113677,9,保密,无,否,否,否,否,否,https://web.tansent.com/38374/
北京广益轩餐饮管理有限公司,北京市市辖区,匡广朝,13717855698,13717855698,9,保密,无,否,否,否,否,否,https://web.tansent.com/59892/
河南贺尔康餐饮服务有限公司,河南省漯河市,李要锋,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38398/
珠海市全铭餐饮管理服务有限公司,广东省珠海市,侯先生,,0756-8861166,9,保密,无,否,否,否,否,否,https://web.tansent.com/38410/
北京赐香缘餐饮管理有限公司,北京市市辖区,王婷,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38413/
北京天如意餐饮有限公司,北京市市辖区,翟文东,13601234345,13601234345,9,保密,无,否,否,否,否,否,https://web.tansent.com/38414/
北京富霞盛康餐饮管理有限公司,北京市市辖区,张金海,,1089471628,9,保密,无,否,否,否,否,否,https://web.tansent.com/38438/
深圳市新百味餐饮管理有限公司,广东省深圳市,刘生,13760207838,13760207838,9,保密,无,否,否,否,否,否,https://web.tansent.com/38441/
北京芳馨小灵通营养配餐有限公司,北京市市辖区,吴东昌,13141260442,13141260442,9,保密,无,否,否,否,否,否,https://web.tansent.com/60085/
宇尧实业（上海）有限公司,上海市市辖区,徐先生,,021-51318906,9,保密,无,否,否,否,否,否,https://web.tansent.com/38457/
南京好管家生活服务有限公司,江苏省南京市,任秀峰,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38464/
成都市希洛餐饮管理有限公司,四川省成都市,周小姐,15928799983,15928799983,9,保密,无,否,否,否,否,否,https://web.tansent.com/38478/
南京企盼餐饮管理有限公司,江苏省南京市,张先生,,2551518812,9,保密,无,否,否,否,否,否,https://web.tansent.com/38481/
英仕曼物业管理服务（苏州）有限公司,江苏省苏州市,潘小姐,13901540233,0512-13901540,9,保密,无,否,否,否,否,否,https://web.tansent.com/38491/
赣州弘业膳食管理服务有限公司,江西省赣州市,凌先生,,0797-8165996,9,保密,无,否,否,否,否,否,https://web.tansent.com/38508/
宁波高新区创优之道餐饮管理服务有限公司,浙江省宁波市,单高盛,,0574-87433400,9,保密,无,否,否,否,否,否,https://web.tansent.com/38524/
杭州康旭餐饮管理有限公司,浙江省杭州市,叶总,,0571-85819313,9,保密,无,否,否,否,否,否,https://web.tansent.com/38530/
成都惠行通泽餐饮管理有限公司,四川省成都市,王志刚,15928090786,15928090786,9,保密,无,否,否,否,否,否,https://web.tansent.com/60485/
吉林省佳合餐饮管理有限公司,吉林省长春市,谢照方,,0431-85760845,9,保密,无,否,否,否,否,否,https://web.tansent.com/38543/
无锡优客城市餐饮管理有限公司,江苏省无锡市,严小姐,,0510-85215118,9,保密,无,否,否,否,否,否,https://web.tansent.com/38544/
成都新源餐饮管理服务有限公司,四川省成都市,康中彬,13880280887,13880280887,9,保密,无,否,否,否,否,否,https://web.tansent.com/38545/
温州市顺康餐饮管理有限公司,浙江省温州市,周经理,,0577-88414798,9,保密,无,否,否,否,否,否,https://web.tansent.com/38553/
广州市忠诚饮食企业管理有限公司,广东省广州市,周生,,,9,保密,无,否,否,否,否,否,https://web.tansent.com/38554/
